"Volcano Number","Volcano Name","Country","Volcanic Region Group","Volcanic Region","Volcano Landform","Primary Volcano Type","Activity Evidence","Last Known Eruption","Latitude","Longitude","Elevation (m)","Dominant Rock Type","Tectonic Setting"
"274090","Lutao","Taiwan","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Compound",NA,NA,"22.658000000000001","121.4927","268",NA,"Subduction zone / Crustal thickness unknown"
"274800","Matarem","Philippines","Western Pacific Volcanic Regions","Luzon Volcanic Arc","Composite","Compound",NA,NA,"20.38","121.93","459",NA,"Subduction zone / Crustal thickness unknown"
"275010","Leizhou Bandao","China","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"20.78","110.17","259","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"275030","Toroeng Prong","Vietnam","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Unknown","Pyroclastic cone",NA,NA,"14.733000000000001","108.483","800","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"275040","Haut Dong Nai","Vietnam","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"11.617000000000001","108.017","1000","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"275050","Bas Dong Nai","Vietnam","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"10.833","107.283","392","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"275090","Lower Chindwin","Burma (Myanmar)","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"22.28","95.1","385","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"275100","Singu Plateau","Burma (Myanmar)","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Fissure vent(s)",NA,NA,"22.7","95.98","507","Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental crust (>25 km)"
"275800","Weizhoudao","China","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Shield","Shield",NA,NA,"21.05","109.13","0",NA,"Intraplate / Continental crust (>25 km)"
"275801","Nghia Dan Volcanic Plateau","Vietnam","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"19.45","105.53","0",NA,"Unknown"
"275803","Vinkh-Linkh","Vietnam","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Minor","Cone",NA,NA,"17.079999999999998","107.05","0",NA,"Unknown"
"275804","Ban Chay Plateau","Cambodia-Vietnam","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"13.882999999999999","107.4","0",NA,"Intraplate / Continental crust (>25 km)"
"275805","Pleiku-Bantour Volcanic Field","Vietnam","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Cone(s)",NA,NA,"13.85","108.1","1028",NA,"Intraplate / Continental crust (>25 km)"
"275806","Darlac Volcanic Field","Vietnam","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Cone(s)",NA,NA,"12.88","108.2","0",NA,"Intraplate / Continental crust (>25 km)"
"275807","Bas Song Be","Vietnam","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"11.67","106.67","0",NA,"Intraplate / Continental crust (>25 km)"
"275808","Pailin","Cambodia","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Unknown","Unknown",NA,NA,"12.9","102.6","0",NA,"Intraplate / Continental crust (>25 km)"
"275809","Cham","Cambodia","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Unknown","Unknown",NA,NA,"12.1","105.6","0",NA,"Intraplate / Continental crust (>25 km)"
"275810","Chup","Cambodia","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Unknown","Unknown",NA,NA,"11.9","105.82","0",NA,"Intraplate / Continental crust (>25 km)"
"275811","Snoul","Cambodia","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Unknown","Unknown",NA,NA,"12.1","106.4","0",NA,"Intraplate / Continental crust (>25 km)"
"275812","Haut Song Be","Cambodia","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"12.05","107.25","0",NA,"Intraplate / Continental crust (>25 km)"
"275813","Bolaven Plateau","Laos","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Fissure vent(s)",NA,NA,"15.141999999999999","106.45","1350",NA,"Intraplate / Continental crust (>25 km)"
"275814","Buriram","Thailand","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Unknown","Unknown",NA,NA,"15","103","0",NA,"Intraplate / Continental crust (>25 km)"
"275815","Chanthaburi","Thailand","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Unknown","Unknown",NA,NA,"12.5","102.2","0",NA,"Intraplate / Continental crust (>25 km)"
"275816","Lampang","Thailand","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Unknown","Unknown",NA,NA,"18.3","99.6","0",NA,"Intraplate / Continental crust (>25 km)"
"275817","Ban Chiang Khian","Thailand","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Unknown","Unknown",NA,NA,"19.8","100","0",NA,"Intraplate / Continental crust (>25 km)"
"275818","Ban Hui Sai","Thailand","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Unknown","Unknown",NA,NA,"20.3","100.3","0",NA,"Intraplate / Continental crust (>25 km)"
"275819","Kuantan Basalt","Malaysia","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Minor","Cone",NA,NA,"3.8860000000000001","103.36499999999999","10",NA,"Unknown"
"275820","Medaw Island","Burma (Myanmar)","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Fissure vent(s)",NA,NA,"11.72","98.67","115",NA,"Intraplate / Continental crust (>25 km)"
"275821","Thaton","Burma (Myanmar)","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Fissure vent(s)",NA,NA,"17.420000000000002","96.95","30",NA,"Subduction zone / Continental crust (>25 km)"
"275823","Namyong","Burma (Myanmar)","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Fissure vent(s)",NA,NA,"25.68","96.43","508",NA,"Subduction zone / Continental crust (>25 km)"
"275834","Gaojianshi","China","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Unknown","Unknown",NA,NA,"17","112.5","0",NA,"Intraplate / Oceanic crust (< 15 km)"
"275835","Bokeo Volcanic Plateau","Cambodia","Eastern Asia Volcanic Regions","Southeast Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"13.75","107.092","500",NA,"Intraplate / Continental crust (>25 km)"
"281801","Tsaolingshan","Taiwan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Shield","Shield",NA,NA,"24.83","121.28","347",NA,"Subduction zone / Continental crust (>25 km)"
"281802","Chilung Group","Taiwan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Minor","Lava dome(s)",NA,NA,"25.08","121.85","729",NA,"Subduction zone / Continental crust (>25 km)"
"281803","Huapinghsu","Taiwan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Composite","Stratovolcano",NA,NA,"25.423999999999999","121.946","51",NA,"Subduction zone / Continental crust (>25 km)"
"281804","Mienhuayu","Taiwan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Composite","Stratovolcano",NA,NA,"25.484000000000002","122.10599999999999","29",NA,"Subduction zone / Continental crust (>25 km)"
"281805","Pengchiahsu","Taiwan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Composite","Stratovolcano",NA,NA,"25.63","122.08","120",NA,"Subduction zone / Continental crust (>25 km)"
"282041","Kogajajima","Japan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Minor","Lava dome(s)",NA,NA,"29.879000000000001","129.625","301","Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)"
"282800","Kobi-sho","Japan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Composite","Stratovolcano",NA,NA,"25.919","123.682","117",NA,"Subduction zone / Oceanic crust (< 15 km)"
"282801","Gajajima","Japan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Composite","Stratovolcano",NA,NA,"29.904","129.541","452",NA,"Subduction zone / Oceanic crust (< 15 km)"
"282802","Kuroshima","Japan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Composite","Stratovolcano",NA,NA,"30.824999999999999","129.94","622",NA,"Subduction zone / Continental crust (>25 km)"
"282804","Sendai","Japan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Minor","Pyroclastic cone",NA,NA,"31.731000000000002","130.45099999999999","677",NA,"Subduction zone / Continental crust (>25 km)"
"282805","Satsuma Maruyama","Japan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Minor","Lava dome",NA,NA,"31.798999999999999","130.411","218",NA,"Subduction zone / Continental crust (>25 km)"
"282806","Imuta","Japan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Minor","Lava dome(s)",NA,NA,"31.818999999999999","130.46299999999999","509",NA,"Subduction zone / Continental crust (>25 km)"
"282807","Hokusatsu","Japan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Minor","Pyroclastic cone",NA,NA,"31.872","130.608","703",NA,"Subduction zone / Continental crust (>25 km)"
"282808","Kakuto","Japan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Caldera","Caldera",NA,NA,"32.042000000000002","130.767","0",NA,"Subduction zone / Continental crust (>25 km)"
"282809","Sone","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Pyroclastic cone",NA,NA,"33.052999999999997","129.083","143",NA,"Subduction zone / Continental crust (>25 km)"
"282810","Ojikajima","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Shield","Shield(s)",NA,NA,"33.198999999999998","129.05099999999999","95",NA,"Subduction zone / Continental crust (>25 km)"
"282811","Taradake","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Composite","Stratovolcano",NA,NA,"32.984000000000002","130.07900000000001","1076",NA,"Unknown"
"282812","Kinpo","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Composite","Stratovolcano",NA,NA,"32.811","130.64099999999999","665",NA,"Unknown"
"282813","Yabakei","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Caldera","Caldera",NA,NA,"33.168999999999997","131.221","800",NA,"Subduction zone / Continental crust (>25 km)"
"282814","Haneyama","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Shield","Shield",NA,NA,"33.228000000000002","131.13300000000001","1140",NA,"Subduction zone / Continental crust (>25 km)"
"282815","Hohi","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"33.283999999999999","131.31899999999999","1236",NA,"Subduction zone / Continental crust (>25 km)"
"282816","Futago","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Lava dome(s)",NA,NA,"33.58","131.60400000000001","720",NA,"Subduction zone / Continental crust (>25 km)"
"282817","Himeshima Volcanic Group","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Lava dome(s)",NA,NA,"33.718000000000004","131.66900000000001","267",NA,"Unknown"
"282818","Kurose","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Unknown","Volcanic remnant",NA,NA,"33.695","130.233","8",NA,"Subduction zone / Continental crust (>25 km)"
"282819","Iki Volcanic Group","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Cluster","Pyroclastic cone(s)",NA,NA,"33.738","129.71199999999999","213",NA,"Subduction zone / Continental crust (>25 km)"
"282820","Tokara Hirase","Japan","Western Pacific Volcanic Regions","Ryukyu Volcanic Arc","Unknown","Unknown",NA,NA,"30.036000000000001","130.05799999999999","27",NA,"Subduction zone / Oceanic crust (< 15 km)"
"283003","Oki-Dogo","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Unknown","Shield",NA,NA,"36.176000000000002","133.334","151","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"283071","Washiba-Kumonotaira","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Shield","Shield(s)",NA,NA,"36.408000000000001","137.59399999999999","2924","Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)"
"283800","Mutsurejima","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Pyroclastic cone(s)",NA,NA,"33.973999999999997","130.86600000000001","104",NA,"Subduction zone / Continental crust (>25 km)"
"283801","Shikuma","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Lava dome(s)",NA,NA,"34.097999999999999","131.761","504",NA,"Subduction zone / Continental crust (>25 km)"
"283802","Tokuyama-Mitake","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Lava dome",NA,NA,"34.189","131.84399999999999","790",NA,"Subduction zone / Continental crust (>25 km)"
"283803","Sengoku","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Lava dome(s)",NA,NA,"34.186","131.76","661",NA,"Subduction zone / Continental crust (>25 km)"
"283804","Chojagahara","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Pyroclastic cone",NA,NA,"34.271000000000001","131.66900000000001","390",NA,"Subduction zone / Continental crust (>25 km)"
"283805","Aonoyama","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Lava dome(s)",NA,NA,"34.459000000000003","131.798","908",NA,"Subduction zone / Continental crust (>25 km)"
"283806","Oetakayama","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Lava dome(s)",NA,NA,"35.061","132.43100000000001","808",NA,"Subduction zone / Continental crust (>25 km)"
"283807","Yokote","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Pyroclastic cone(s)",NA,NA,"35.201000000000001","133.267","967",NA,"Subduction zone / Continental crust (>25 km)"
"283808","Noro","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Pyroclastic cone",NA,NA,"35.409999999999997","133.18199999999999","180",NA,"Subduction zone / Continental crust (>25 km)"
"283809","Daikonjima","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Pyroclastic cone",NA,NA,"35.493000000000002","133.17400000000001","42",NA,"Subduction zone / Continental crust (>25 km)"
"283810","Tsuruta","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Pyroclastic cone(s)",NA,NA,"35.338000000000001","133.422","301",NA,"Subduction zone / Continental crust (>25 km)"
"283811","Daisen","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Composite","Stratovolcano",NA,NA,"35.368000000000002","133.54900000000001","1729",NA,"Subduction zone / Continental crust (>25 km)"
"283812","Ogino-Sen","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Minor","Pyroclastic cone(s)",NA,NA,"35.436999999999998","134.44399999999999","1310",NA,"Subduction zone / Continental crust (>25 km)"
"283813","Takara","Japan","Western Pacific Volcanic Regions","Nankai Volcanic Arc","Shield","Shield",NA,NA,"35.343000000000004","134.922","350",NA,"Subduction zone / Continental crust (>25 km)"
"283814","Nanzaki","Japan","Northwestern Pacific Volcanic Regions","Izu Volcanic Arc","Minor","Pyroclastic cone",NA,NA,"34.603999999999999","138.83199999999999","106",NA,"Subduction zone / Continental crust (>25 km)"
"283815","Jaishi","Japan","Northwestern Pacific Volcanic Regions","Izu Volcanic Arc","Shield","Shield",NA,NA,"34.71","138.786","520",NA,"Subduction zone / Continental crust (>25 km)"
"283816","Tanaba","Japan","Northwestern Pacific Volcanic Regions","Izu Volcanic Arc","Composite","Stratovolcano",NA,NA,"34.906999999999996","138.852","1035",NA,"Subduction zone / Continental crust (>25 km)"
"283817","Daruma","Japan","Northwestern Pacific Volcanic Regions","Izu Volcanic Arc","Composite","Stratovolcano",NA,NA,"34.951999999999998","138.84299999999999","982",NA,"Subduction zone / Continental crust (>25 km)"
"283818","Tenshi","Japan","Northwestern Pacific Volcanic Regions","Izu Volcanic Arc","Composite","Stratovolcano",NA,NA,"34.923999999999999","138.96799999999999","608",NA,"Subduction zone / Continental crust (>25 km)"
"283819","Usami","Japan","Northwestern Pacific Volcanic Regions","Izu Volcanic Arc","Composite","Stratovolcano",NA,NA,"34.968000000000004","139.06299999999999","592",NA,"Subduction zone / Continental crust (>25 km)"
"283820","Taga","Japan","Northwestern Pacific Volcanic Regions","Izu Volcanic Arc","Composite","Stratovolcano",NA,NA,"35.078000000000003","139.03100000000001","798",NA,"Subduction zone / Continental crust (>25 km)"
"283821","Yugawara","Japan","Northwestern Pacific Volcanic Regions","Izu Volcanic Arc","Composite","Stratovolcano",NA,NA,"35.173000000000002","139.029","1004",NA,"Subduction zone / Continental crust (>25 km)"
"283822","Ashitaka","Japan","Northwestern Pacific Volcanic Regions","Izu Volcanic Arc","Composite","Stratovolcano",NA,NA,"35.238","138.79400000000001","1504",NA,"Subduction zone / Continental crust (>25 km)"
"283823","Kurofuji","Japan","Northwestern Pacific Volcanic Regions","Northeast Japan Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"35.799999999999997","138.51300000000001","1764",NA,"Subduction zone / Continental crust (>25 km)"
"283824","Yatsugatake","Japan","Northwestern Pacific Volcanic Regions","Northeast Japan Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"35.968000000000004","138.37299999999999","2899",NA,"Subduction zone / Continental crust (>25 km)"
